pH,EC,N,Zn,K,S,Fe,P,OC,Cu,Mn,B
7.62,0.62,212,0.36,262,11.06,4.54,48.22,5.931352476760097,0.8290661891079495,18.422833175895523,1.8009263596764329
7.63,1.8,237,1.12,482,12.54,4.36,15.9,23.35495225858345,2.3022728512265953,11.07362277449084,1.3175927564540617
8.21,0.5,202,0.85,567,16.43,12.96,24.11,9.495035619535573,1.4393807270132304,1.7159510825913844,1.3903678577843337
7.72,1.14,191,0.49,686,22.29,14.4,33.34,21.41991266873301,2.5570557599678803,1.0905649123716186,2.151463306635436
7.66,0.87,260,0.34,238,15.51,3.94,32.32,15.184213161334581,2.2244776840835265,13.18682260289227,0.8380946614484144
7.47,0.75,368,0.62,719,30.36,7.56,13.34,19.0959901546454,2.364991018244193,2.722224529423677,0.9377893282768748
6.95,3.92,223,0.46,540,29.16,8.19,43.09,12.11302652521409,2.0125541844055395,18.8555024566349,2.612011343515037
7.32,1.63,218,0.46,383,25.89,3.49,22.06,13.888002842569982,0.6098662945462411,27.32325614420902,0.21517905378868338
7.05,0.82,289,0.28,333,26.28,4.72,24.62,11.871172882270846,1.6869288723680296,27.38323868226333,1.4003506636208194
8.0,0.67,328,0.86,300,10.87,10.92,71.3,4.766307408373263,2.975082336806809,20.467912718984657,2.579330209125698
7.73,0.95,354,0.68,676,31.15,7.44,49.24,17.366605554749977,2.8365470348365585,6.63495127419884,1.7446019015781133
7.47,2.04,381,0.88,504,34.5,7.5,34.88,6.8104594623364525,0.21649904588524418,26.76797212067556,1.5680835248254845
7.0,0.59,303,1.43,477,23.99,11.25,59.5,0.6811515977117467,0.5729074100872508,27.481426216825,0.7492939346730203
7.67,1.32,331,0.82,411,29.88,7.16,61.56,15.526787872181309,0.4759653062218664,6.1846292391968944,1.0074403498178772
7.79,4.62,237,0.82,401,33.59,7.28,42.06,4.332945237828469,2.2171211362569156,22.88909178945622,2.4116536276209524
7.29,1.32,278,0.82,688,25.36,11.3,16.93,22.576960166034652,2.486111016480849,8.960588866358828,1.6034420436809445
7.91,0.29,196,0.8,367,24.92,9.2,13.85,22.898892990361837,0.7155883032902687,24.903559248581995,1.4806884547687125
7.96,0.54,196,0.52,430,34.62,8.68,37.96,21.96525892626872,1.5721483903488591,30.914678728022288,0.3348400093704798
8.13,1.83,262,0.26,273,23.99,5.88,16.41,8.94679293610512,2.553259872072816,1.037503304624944,0.1042377118161398
8.64,0.37,265,0.56,321,26.57,8.1,58.99,0.46941313503993154,2.2371085261651142,27.82963159428189,2.7197711207762554
7.83,1.09,187,1.14,766,26.15,8.75,22.06,22.286813645846635,1.6787550120911157,19.343057182862548,1.100481821711683
7.58,1.37,326,0.78,433,28.95,7.1,74.89,10.333601144783811,1.8197187330442048,30.177789106001324,1.7248680513946317
7.09,1.3,348,1.09,336,19.04,5.16,47.71,23.2030501751437,1.5794964024647005,14.474143996391348,0.28001360199690656
7.94,1.13,230,1.5,496,10.4,7.24,93.87,23.130517452433143,0.9618169623641443,26.285813175349734,1.9453954285956083
7.39,0.57,354,1.5,526,19.02,4.4,63.09,20.486925985669906,1.7455144390769173,2.0373527790007837,2.633884116028452
7.41,0.75,245,0.76,859,24.43,10.88,15.39,7.137328520463097,2.1084339350067656,10.466769856918555,1.6488360982728782
7.6,1.45,262,0.72,808,34.16,8.3,49.24,9.303835713586013,2.6488361434721663,2.180140851134876,0.40807828975613314
7.7,0.48,254,0.32,558,24.75,5.16,89.77,20.44216644925288,1.954333667159197,30.238349393168487,1.6655514158267957
8.17,1.04,237,0.34,431,23.96,8.54,23.08,7.674435923235035,2.320086103536453,25.346323995627035,2.1751183081688406
7.68,0.46,210,1.05,552,22.74,5.8,32.32,4.15087664579761,0.5590098904168989,26.445189842288027,1.1817096409442915
7.93,0.5,199,0.53,392,25.25,3.72,38.47,13.407550172754567,1.4423634000499845,29.083745998992992,2.488352184318451
7.76,0.31,343,0.38,613,30.36,3.28,52.83,22.474099102442665,0.11734164609338335,2.7388466862401697,1.8503649512663258
7.81,0.2,234,0.62,462,27.34,4.74,33.34,16.735112140531854,0.8127690730483554,12.021109632736867,2.541927014478199
7.55,1.71,207,0.36,499,11.06,3.02,10.77,13.724461965135822,2.218532825281104,2.3042677225692256,1.7808746590426505
7.19,18.8,248,1.76,327,23.07,5.76,39.24,2.4225182011213677,2.996003157453635,6.621398906880384,0.4223548027333148
7.81,1.2,167,0.33,345,26.66,9.24,44.63,14.798672718110156,0.38059183179054257,7.1951088526937,0.9147491226503219
7.17,0.58,227,0.64,415,31.19,5.28,71.81,23.762287017491893,1.2663783454735746,14.600721749259705,0.6169540571767811
7.44,1.06,169,0.56,278,31.86,5.52,31.29,3.448007964152924,2.4342079382885373,8.405885352643018,2.5683611336985397
7.94,0.4,166,0.35,508,31.38,11.39,20.52,12.488078691493307,0.6878244094626736,3.22921371960064,2.158704185713452
7.62,0.69,209,1.08,242,33.0,7.28,38.47,21.069216419078135,1.7163989014556988,5.2837997421169876,1.9268594981916165
8.0,0.85,223,1.6,349,23.27,8.08,36.42,17.80436996432549,2.2378988973669474,4.6593421581240895,0.8906670421832759
7.65,0.68,254,1.09,453,31.73,8.73,56.43,16.758676209786906,1.8948373692623248,30.168342287510892,0.5679635708585893
7.18,0.69,296,1.36,404,22.59,9.71,65.15,16.88936960729191,0.6409124724231693,23.56454553871165,2.1478050028493967
7.43,0.7,477,0.68,266,33.5,8.16,46.17,8.691838514152147,1.1312767862492166,30.00415166217677,1.36867593062626
8.09,1.08,290,0.2,200,23.48,6.28,18.98,7.116845077921391,2.386509928542214,13.693583628229295,0.6831791639357363
7.5,0.38,215,0.64,301,17.87,3.64,35.39,19.443731615936475,1.7138836864068088,8.708802398559461,1.7618766597361593
7.79,0.79,229,0.68,540,19.67,7.9,27.19,19.46171013283242,0.10532276768073431,24.769276861791777,0.17132143190212745
7.7,0.69,265,0.6,411,18.76,3.08,22.37,20.823028414064478,2.319702926882315,10.187983528291024,0.9602299013939797
8.04,0.49,458,0.35,328,22.69,10.46,58.48,21.926449206099665,0.19346226997490046,9.357952413758209,1.3532173050715315
8.09,0.2,201,0.52,502,19.35,6.65,41.02,12.321083332776412,2.2749999834025103,7.292110099299906,0.4683650021419601
8.53,0.74,182,1.01,130,28.46,6.02,32.32,12.08623944302407,0.6832680412841456,4.11578363734663,2.777646358150717
8.16,0.15,142,0.38,340,13.02,17.6,28.73,19.179254777305925,2.897155296749784,8.032143954807902,0.6371087262673354
7.27,2.51,249,1.7,551,31.07,3.93,43.09,15.634137945588586,1.1680664013151076,11.085827030358391,0.41977463891941286
7.79,1.4,234,1.48,314,26.57,9.76,59.5,16.877008366459112,1.0479096358705717,20.929681089621614,0.6217562519278339
7.85,1.16,250,0.64,241,29.89,8.68,13.34,19.119444799522814,0.5262419874740629,2.042627976158859,2.182608727520839
8.35,0.85,260,0.52,589,29.25,3.78,69.76,21.371127669439836,0.9854203513863297,6.6125593662624444,1.234395619590286
7.14,0.38,274,0.62,317,33.87,5.2,27.7,8.178084248751706,2.6585867321566274,25.100740248609885,1.6205479937170049
7.72,0.41,386,1.26,437,17.11,4.46,35.39,9.076432568094662,3.0092596092478345,4.6484182195026795,0.11798527328235564
7.53,0.27,259,0.39,453,17.9,7.21,23.08,2.346168362196769,1.1691469243850658,10.69430857608069,0.15503041166234816
7.46,0.4,254,0.38,392,14.9,4.86,21.03,13.920895369808557,1.40442914869681,26.819314096197946,1.2904785175225646
7.5,0.51,162,0.35,520,13.05,10.85,23.6,0.9590203437421357,2.2056678489340196,4.895642861220944,2.313968471236481
7.65,0.51,231,0.34,465,15.41,6.1,42.06,11.227792633365796,2.6865536367626683,2.665740852245886,2.5032593052328798
8.28,0.38,215,0.44,603,20.84,4.3,91.31,13.06920676951108,1.8276198991672776,15.077378668021534,0.29931012656396694
7.82,0.29,223,1.18,468,17.34,6.18,42.06,6.9483359258659965,1.2371702956610402,9.451738703393989,1.5458821617988228
7.48,0.48,538,0.47,511,23.51,11.09,30.26,14.220914927599356,1.2989819936864677,17.51368437890625,2.5805139341307863
8.03,0.47,320,0.45,328,10.82,9.82,55.4,0.8289559735432813,2.128161169235644,24.939533067034546,1.1308048021381663
7.66,1.05,260,0.46,542,20.89,4.98,66.68,0.9926217111062245,0.09942951236053653,4.346516799038237,2.3496016947422973
7.19,3.26,209,0.9,464,27.93,6.24,45.65,19.760153399765834,1.9053967587573333,18.047794721881864,0.4290000061424439
7.62,0.67,312,0.31,529,25.92,8.64,55.91,8.708556329729182,1.1315945205931772,15.725165608442897,2.641688791483124
7.68,0.35,199,0.6,418,11.73,8.44,43.6,3.1367462523800462,2.416998180641857,4.560593699947735,2.133928356386395
7.48,0.58,306,0.34,505,10.71,7.95,21.03,12.581613915309823,0.3624625746817772,19.385313217990266,2.6580829240918487
7.35,0.34,296,1.89,387,12.92,6.64,18.47,18.5028459190568,1.8134326421587843,8.562752507719235,1.9274635646049179
7.2,1.54,191,1.05,574,31.17,5.47,35.91,5.258122557174551,1.4992505673663428,15.179202099824545,1.0629948523184185
7.99,0.2,257,0.47,191,13.17,13.99,56.94,14.987082372074104,1.9720137909023165,2.6513920969184412,2.6493800361682336
7.88,2.88,273,1.36,171,12.54,5.88,85.15,2.139804413351055,0.2800210318350973,14.306551527328816,0.8205643026133325
7.62,0.38,299,0.5,482,37.08,9.18,19.49,1.335193135929724,1.7893524971644248,9.576656527842719,0.9767961608903817
7.98,0.77,268,1.74,219,26.35,8.03,38.98,12.799375694478735,1.7351498427214047,25.513355613515596,1.9942312336848032
7.2,0.57,162,0.74,851,30.0,5.0,25.14,13.021179406481545,1.732734076639381,1.8700728769487063,2.172272986690066
7.71,0.86,223,0.36,441,16.01,3.84,37.45,15.334574645807136,1.8582188631276129,13.040778722227211,2.6251536154236645
7.32,0.61,356,0.52,696,11.06,6.04,35.91,17.453582875971613,2.0720510560732412,14.27094669142012,0.6252546489951383
7.41,1.87,361,1.6,468,29.32,4.76,35.91,23.422864699154577,2.4486177690646556,22.505437696879778,2.262474577205058
8.49,0.81,227,0.31,526,21.12,9.95,21.54,12.439578324398568,0.880574709975668,17.849743194536618,2.098387107375619
7.5,0.89,166,0.74,449,24.24,4.38,31.8,7.818659703295777,2.507394771827582,20.72018909592825,0.2360729752599301
7.44,1.53,358,1.92,173,26.4,7.56,46.17,19.10495005497202,1.5498891490319193,24.113052433782748,1.1287358697401713
7.71,0.63,268,1.1,348,19.87,7.03,22.57,6.572890805163573,0.31578075786359033,26.74344985630145,0.8404326614858721
8.35,0.53,347,0.48,259,31.61,8.24,57.96,10.591416954864702,0.26155422268485906,9.805614093757114,0.9003935712171238
7.86,1.07,182,0.4,223,30.31,6.04,27.19,1.9751075140801564,1.0693182737794582,16.72952136869096,2.772933387570974
8.14,1.34,304,0.46,547,17.11,4.95,51.81,0.7058827676294345,2.3897481429366,26.060938542986886,1.834065661204601
7.65,0.98,167,0.35,314,27.95,17.08,59.5,23.10729711080241,2.163505138790883,30.674145435510592,2.0407861955100586
7.99,0.51,182,0.45,557,19.6,5.51,21.03,20.07992488024172,2.4006418464901507,27.587251518141844,2.755464678989425
7.87,0.58,268,0.97,422,12.24,9.53,20.01,16.73378352563938,1.6055983353739156,11.584623742466999,1.1010769195830827
7.44,2.44,172,0.98,279,17.49,4.94,52.83,9.87397537150105,1.3797830640095874,6.138693716884112,2.273078864929744
7.46,0.35,210,0.5,746,11.98,8.76,19.49,4.241734249693214,0.522035903249412,15.227335480489526,1.2593054587204071
8.2,0.55,238,0.76,478,32.84,6.16,38.47,3.8388453198389563,1.051604768075283,23.019304447215344,2.459912934209344
7.93,0.24,160,0.8,321,11.02,10.24,19.49,6.080805266133828,1.3616767428894547,15.325458595569362,0.5586148140191968
7.55,0.44,204,0.62,403,20.01,7.48,16.41,13.226517286476279,0.3495992589612785,15.035456867759219,2.6756138486974117
7.63,0.88,180,0.52,480,25.01,4.52,15.9,17.17884255253149,0.736393021443849,26.00293770721682,0.6638099152140278
7.56,0.61,169,0.72,367,31.35,6.28,24.11,15.878717303553776,1.842800111606755,11.273762735385386,0.960368599267371
7.57,0.55,254,0.52,319,17.49,3.56,18.47,6.7904201370080335,2.245492924720826,26.669057504931732,2.147090566134714
7.49,0.82,538,1.41,509,16.22,6.49,49.24,22.921280207850337,3.0151582083813424,12.67620030139874,1.1467641907205224
7.58,0.84,464,1.31,353,21.25,4.82,47.19,17.73573630902887,2.824022060836624,10.249120634403903,1.7386633998753926
7.91,0.69,303,0.33,542,30.28,6.72,28.73,13.349061855022475,1.9727160346381114,14.133748356958701,1.2870228629516227
7.86,0.58,273,0.4,396,12.31,13.19,23.6,14.720125835001017,1.3242567961516312,23.661986553466686,2.108941026367798
7.92,0.92,177,0.58,466,33.38,4.0,55.4,10.128441492024178,1.9539996785951221,4.002202640718783,0.690194256537366
7.61,0.42,220,0.43,453,16.32,6.61,26.67,6.0207706490776625,2.39195924097508,6.1773895782866175,0.22134404477378053
8.01,0.49,162,0.45,464,15.46,8.44,34.88,8.607747019765151,0.4367250394055249,29.50013066473291,0.8878051370256628
8.0,0.27,179,0.46,215,21.6,10.13,17.44,18.21252204009842,1.2910213268101247,5.53093636981013,1.3690919150368674
8.03,0.5,235,0.36,404,12.05,7.21,33.86,0.44400437825116523,2.5506206969123584,17.647096850890275,0.5237353440517929
7.64,0.51,290,0.58,402,35.39,8.2,11.29,2.874136108115298,1.2146305491638192,18.00502387518726,1.0392405194516328
7.51,2.32,205,0.56,551,21.17,3.76,20.01,1.1994631443198907,1.7655857546956568,15.234499632732062,1.163953130490249
7.66,1.34,254,0.32,580,22.65,4.02,29.24,1.0734183754233861,1.812164227326241,20.026180728537927,0.21840148857963498
7.42,1.24,362,1.22,353,30.51,5.8,45.65,20.545507957863073,0.6305154216815633,7.209347559888434,1.6699280049884044
7.54,0.26,229,0.62,496,17.51,9.38,26.16,16.917422839182567,1.151349844041205,17.181737451623754,2.5007878612007532
7.27,2.08,343,0.98,411,15.25,7.03,23.08,11.43275451518707,1.0701180760138613,11.606431854576652,0.47881043975042464
8.0,0.23,596,0.56,564,10.23,3.44,56.94,2.4382364395589353,0.16675635599894983,20.54890164994565,1.7099501169881786
7.55,0.63,163,0.87,551,20.53,15.87,62.58,11.849619415292292,0.16088186820167089,4.472395254796587,1.8946802055539356
7.71,0.43,190,1.42,578,20.99,7.16,58.99,11.41597532165552,2.5268723379700164,17.744403406171422,1.2173637179572359
7.64,1.38,256,0.46,429,27.52,5.33,22.57,4.239524690849362,0.8900974732203404,5.83300127779087,1.995029341125385
7.22,2.64,212,0.42,508,30.2,6.9,57.96,10.469054416787555,1.6079707850797293,8.717284219623474,1.1936190600351932
8.11,0.71,190,0.34,253,31.96,12.99,61.55,9.624263152097225,0.965265930615105,6.865945731995486,1.4527989148177203
8.06,2.05,193,0.65,271,32.74,7.53,25.65,14.818817343447972,2.846190188187948,5.757859020147761,0.08029440297021846
7.79,0.43,198,1.05,536,11.72,9.42,28.73,15.278738255736686,0.8497395034767171,25.616211293709004,1.969147515011741
7.98,0.24,271,1.28,238,11.52,11.49,58.99,1.182765833551864,1.34889446132508,8.935506765044902,1.8853057938874394
7.39,0.21,237,1.74,210,22.01,16.56,47.71,9.053241489572661,2.6470996339198836,28.74885362179284,0.16598642142071096
8.42,0.72,179,0.32,218,14.03,8.19,20.0,15.058051985570248,2.5568653506999994,30.071030367912947,1.0763702964105673
7.97,0.81,331,0.44,173,11.4,12.74,37.45,12.124956580064095,0.6352771542895925,17.756235916356935,2.762127880585002
7.31,0.23,246,1.96,372,25.08,7.48,27.19,20.5701072044009,2.4417448977014313,4.527304679144289,1.2212329126893824
8.12,2.52,260,0.35,293,26.57,9.76,21.03,15.842777795692784,1.4324875781420257,11.679795237995265,1.4453693181638831
8.0,0.67,212,0.45,113,15.35,10.98,24.62,3.9941328072461695,1.505098795210091,24.75194961482633,2.571407236520823
7.85,1.46,235,1.66,398,19.26,6.33,25.64,1.7865930628702733,0.4810963191787153,11.458699609452506,2.0396427773894876
7.53,0.29,221,1.08,506,12.33,6.87,58.99,15.453820749130943,0.32616243530837524,2.7979618733731444,1.666513561902857
7.83,0.22,216,0.46,177,13.43,10.31,52.83,0.7336203219447612,2.222862169433132,17.309085898571727,2.26194092050136
7.26,1.38,317,1.64,578,23.76,4.76,82.07,14.100036392435772,1.5446311764010285,26.215783102712514,2.445650895418486
7.32,0.23,412,0.8,407,16.88,3.56,33.86,22.571502770056487,1.3699725586624762,24.69616609886279,1.3210110779948565
7.77,0.83,347,1.04,261,21.83,5.91,54.89,13.853832851233506,2.227459109951522,5.519553798626612,1.3712990872118656
7.36,1.47,324,1.41,460,20.96,5.31,62.58,9.377261236335872,2.3329527940439516,20.891698939201095,1.1255005823990667
7.54,0.39,171,0.95,466,12.19,8.41,23.6,15.474588420772239,0.5556009312712059,6.92137669752714,2.728108946450951
7.17,0.57,224,0.28,526,25.13,3.94,80.53,11.052244082747247,1.877959687969489,6.8504307423166,1.984178861841367
7.24,1.15,221,0.48,775,28.59,4.24,14.88,13.140241264650843,0.4865874610736186,27.110077077397168,0.2896956627342795
8.81,0.87,238,0.58,499,22.87,6.05,20.52,22.60100892975895,2.291529002065104,7.82227395014571,2.441768560343931
7.45,1.02,187,0.45,557,30.05,4.69,68.74,9.327853043438504,2.0148786078627188,8.241710533941365,1.3863454367080998
8.15,0.81,271,1.01,515,13.3,9.24,21.03,23.07245447539155,2.892880839774532,0.13018324061654324,0.2497607817260654
8.06,0.63,191,0.83,449,27.62,8.88,18.47,21.737880342749925,0.29204698792431405,27.00496646413724,1.5772196242507384
7.65,0.32,267,0.9,551,27.62,5.89,36.42,4.779408121464185,0.25717033297317515,24.59325378003017,1.2113734099729376
8.11,1.41,179,1.33,285,28.81,8.6,25.13,1.7577350909164544,0.9168081288510764,19.488190804951042,2.4825883574208447
7.43,1.16,285,1.8,305,30.86,7.64,22.57,2.508594232920497,0.8567976533462045,23.285709448070836,0.6230251059619092
7.62,1.06,289,0.92,582,23.2,7.32,28.73,0.5355016330720385,0.8136478812809594,4.806780247742552,2.3410423221984247
7.49,0.35,212,1.12,176,22.61,6.84,23.08,2.3571867620666884,2.7453259209266374,14.267615836810204,1.5992207876718494
7.71,0.46,237,0.3,340,30.74,3.58,56.94,16.42386188465093,0.8211703655590529,10.959166875203842,0.21072443686917455
8.06,0.28,213,0.65,757,16.12,13.92,42.06,1.8014086981994728,0.8868126975568889,3.0067568960792395,2.7422930316583374
7.38,0.98,270,0.34,338,24.42,3.84,45.14,7.723517564020894,2.315036908884634,15.126570688289004,1.4748180737248318
7.32,0.42,274,0.22,515,30.69,4.3,25.65,20.292519932169963,1.4077377383800824,28.55164779908401,0.8628201176791677
7.87,0.34,308,0.72,809,25.46,3.7,85.66,0.6561992640862382,2.365761931878681,1.3474261874759526,1.3555628838903522
7.27,0.57,295,1.88,331,18.48,4.76,29.75,19.565796733875565,0.28152284166364877,9.113227617823293,2.4276874825082695
7.02,0.25,259,0.26,419,12.26,6.94,75.41,6.836329117084258,1.5185835974630162,6.52093951939418,0.9015326233027752
8.4,0.29,166,1.01,527,30.66,9.73,19.49,2.9241393801575843,0.1884878485370181,7.46635013173336,0.5917868543032929
7.65,1.43,205,0.35,286,21.99,13.37,63.09,16.7520182522032,0.27357388612418876,28.171543307553904,0.4162366415292328
8.08,1.1,194,1.72,251,32.67,4.96,26.67,15.131734038039227,2.745861738299124,14.568653085297221,0.8820919395569831
7.7,0.45,235,0.74,157,11.73,6.52,20.52,21.071581123296564,0.49798893737455385,14.513988865711003,2.21293272023052
8.13,1.71,257,1.16,402,21.68,9.46,21.03,17.66819794691287,1.6499925990663862,23.60418159544367,1.3616887679389222
7.72,1.08,285,0.16,496,33.17,3.12,15.9,19.303194236197882,1.2945101156200702,4.882264181712158,0.6878492261941702
7.44,0.79,370,1.48,383,31.28,4.52,83.1,6.840626284454224,1.1077159459384092,15.161626788150569,0.5186705989229077
7.88,0.55,285,1.8,255,33.66,4.92,25.14,4.340805096335375,2.7265117028637085,13.392243264199534,0.9783333551686462
7.45,0.56,260,1.36,461,32.67,5.92,81.05,18.039692564216516,0.15394255255218425,18.54857123098621,2.6541912691645564
7.41,0.71,267,1.48,457,31.02,4.96,77.97,19.38335026848761,2.034903780494476,30.986337453406048,1.0067537267484672
7.48,2.53,190,1.56,321,12.71,5.52,26.67,23.773072893816092,2.9127456922457027,23.878276338194436,2.7872224496347933
7.85,0.68,289,0.36,406,31.73,3.86,52.83,9.961562478183092,1.731292777543197,12.400071566208325,1.399236057912383
7.85,1.33,268,0.44,307,25.69,6.94,11.29,8.991232250447517,2.834889813756959,25.67311378474531,0.5544924144808163
7.66,0.94,223,1.4,242,31.68,7.12,42.58,18.656269761733725,0.24311558630804964,5.383181342722513,2.5195466533500857
